lsvm	lsvm	knn	knn	dt	dt	rf	rf	gtb	gtb	dnn	dnn
predicted	true	predicted	true	predicted	true	predicted	true	predicted	true	predicted	true
0.20296307901366836	0.020087615700975302	0.2626025356063693	0.020087615700975302	0.49338123020347974	0.020087615700975302	0.3083398810374368	0.020087615700975302	0.13080068360508568	0.020087615700975302	0.14098069071769714	0.020087615700975302
0.17176160810036148	0.11303073062549038	0.4214987869168729	0.11303073062549038	0.45647008135250156	0.11303073062549038	0.29194709453535067	0.11303073062549038	0.24310451980234696	0.11303073062549038	0.11239917576313019	0.11303073062549038
0.9219728134562525	0.9598013266332904	0.7616702050157174	0.9598013266332904	0.7054799941138994	0.9598013266332904	0.8523494657277672	0.9598013266332904	0.9353413582293899	0.9598013266332904	0.9529478549957275	0.9598013266332904
0.7589577941750069	0.92855779626827	0.8096265222398454	0.92855779626827	0.8952565620119888	0.92855779626827	0.8719520187494184	0.92855779626827	0.8257093478980904	0.92855779626827	0.8647074699401855	0.92855779626827
0.9452780353377946	0.9854853809690796	0.8932719234614582	0.9854853809690796	0.9558686252183596	0.9854853809690796	0.9487052099525347	0.9854853809690796	1.1334243270478457	0.9854853809690796	1.0412846803665161	0.9854853809690796
0.655046212317043	0.17838061534771207	0.6275934871736097	0.17838061534771207	0.5808067896783924	0.17838061534771207	0.6059392627397856	0.17838061534771207	0.8223638731928501	0.17838061534771207	0.8839479088783264	0.17838061534771207
0.31821424033199386	0.011994389533460556	0.38281434079607846	0.011994389533460556	0.46636374540953435	0.011994389533460556	0.5041835275474043	0.011994389533460556	0.18135826869174598	0.011994389533460556	0.058154940605163574	0.011994389533460556
-0.007471061609623714	0.06037139655008746	0.1908260824537756	0.06037139655008746	0.15385564041291513	0.06037139655008746	0.13727011789330132	0.06037139655008746	0.07118658657000891	0.06037139655008746	0.1308104693889618	0.06037139655008746
0.4216569761146438	0.3938730294418072	0.34935493021131425	0.3938730294418072	0.38145349788618055	0.3938730294418072	0.3014548309242637	0.3938730294418072	0.4328109266821579	0.3938730294418072	0.1879270225763321	0.3938730294418072
0.8284029746024042	0.8904490783409518	0.8353009791731721	0.8904490783409518	0.6686764841875263	0.8904490783409518	0.7354209348623191	0.8904490783409518	0.7631124588941907	0.8904490783409518	0.7694011926651001	0.8904490783409518
0.7961461379050243	0.9754556311047078	0.8930185616699728	0.9754556311047078	0.8528982941352191	0.9754556311047078	0.8823408639579509	0.9754556311047078	0.9314599132705771	0.9754556311047078	0.9294353723526001	0.9754556311047078
0.72610100575751	0.8861388524789916	0.7460502752052134	0.8861388524789916	0.43301536014462644	0.8861388524789916	0.6173455377209556	0.8861388524789916	0.6676187271442882	0.8861388524789916	0.6720127463340759	0.8861388524789916
0.190293716993828	0.6495440527175276	0.5726275266394918	0.6495440527175276	0.12396676185828273	0.6495440527175276	0.14494092609450912	0.6495440527175276	0.22631079519401284	0.6495440527175276	0.18409846723079681	0.6495440527175276
0.44597164412768586	0.27612378077907873	0.4204099940728593	0.27612378077907873	0.5939510760278836	0.27612378077907873	0.4523713243827327	0.27612378077907873	0.3883238701692479	0.27612378077907873	0.3316555619239807	0.27612378077907873
0.47272580288162225	0.7184698827958943	0.6821200184895255	0.7184698827958943	0.8842127411556391	0.7184698827958943	0.7823393260691652	0.7184698827958943	0.8298766288314532	0.7184698827958943	0.6833038926124573	0.7184698827958943
0.5962830182334852	0.8176920436571649	0.5161645811032731	0.8176920436571649	0.7532584338213217	0.8176920436571649	0.6798209654996737	0.8176920436571649	0.5943400562248674	0.8176920436571649	0.6367924809455872	0.8176920436571649
0.34199679697348406	0.06198804072729192	0.4421742808659985	0.06198804072729192	0.32314029165719244	0.06198804072729192	0.3712093117808465	0.06198804072729192	0.4183694974833697	0.06198804072729192	0.2561952471733093	0.06198804072729192
0.46994559307499784	0.4889855318797819	0.522704743464293	0.4889855318797819	0.7255001045090503	0.4889855318797819	0.4293265423827601	0.4889855318797819	0.4347502370774032	0.4889855318797819	0.3820003867149353	0.4889855318797819
0.6224044053631806	0.18374615121037854	0.5503387956219976	0.18374615121037854	0.4837343675868999	0.18374615121037854	0.46651857373717975	0.18374615121037854	0.50852233873598	0.18374615121037854	0.4993272125720978	0.18374615121037854
0.9808603875661821	0.9600943918184276	0.7879243919184803	0.9600943918184276	0.89011493804263	0.9600943918184276	0.8451736728209882	0.9600943918184276	0.9407181011629757	0.9600943918184276	0.9481022357940674	0.9600943918184276
0.0020385218072094535	0.1840685982796054	0.1739162764703675	0.1840685982796054	0.19913862390497664	0.1840685982796054	0.37130222175010624	0.1840685982796054	0.3585009153253275	0.1840685982796054	0.01566542312502861	0.1840685982796054
1.0103206497326835	0.9903854998022096	0.8507132237587984	0.9903854998022096	0.8926324720433211	0.9903854998022096	0.8906933032065896	0.9903854998022096	1.026625569919208	0.9903854998022096	0.9185258746147156	0.9903854998022096
0.8808574652758027	0.8829423123215624	0.7555265575417257	0.8829423123215624	0.571371485030776	0.8829423123215624	0.687451721937003	0.8829423123215624	0.771158938345985	0.8829423123215624	0.8623072504997253	0.8829423123215624
0.4626096028078879	0.9547747388864176	0.6760977743620536	0.9547747388864176	0.49338123020347974	0.9547747388864176	0.5752688069106678	0.9547747388864176	0.5203426878787559	0.9547747388864176	0.4894371032714844	0.9547747388864176
0.6820669436910581	0.7271774424708075	0.6015868055768515	0.7271774424708075	0.571371485030776	0.7271774424708075	0.5894830132189159	0.7271774424708075	0.7179108474093999	0.7271774424708075	0.7034480571746826	0.7271774424708075
0.26365765550507203	0.3631104113341335	0.5282815431007309	0.3631104113341335	0.3271776248280465	0.3631104113341335	0.4021079259498039	0.3631104113341335	0.42466548588104047	0.3631104113341335	0.47793883085250854	0.3631104113341335
0.1565921433830195	0.4918640669625511	0.24840899776524444	0.4918640669625511	0.06773429539821346	0.4918640669625511	0.12653091163220825	0.4918640669625511	0.19335833467928729	0.4918640669625511	0.22907742857933044	0.4918640669625511
0.5930434731576467	0.3906513468959485	0.6805798000823647	0.3906513468959485	0.3045278974305067	0.3906513468959485	0.34223126025226264	0.3906513468959485	0.45790572559136644	0.3906513468959485	0.4759674370288849	0.3906513468959485
0.45432560266785726	0.12468019060073607	0.2728655230062224	0.12468019060073607	0.2838378966596035	0.12468019060073607	0.2874427439798863	0.12468019060073607	0.3162960308682011	0.12468019060073607	0.13669927418231964	0.12468019060073607
0.31210250978040344	0.04475747851225666	0.18976857061555358	0.04475747851225666	0.0899274119547459	0.04475747851225666	0.17271053271950645	0.04475747851225666	0.22943775918543546	0.04475747851225666	0.1748480647802353	0.04475747851225666
0.7182794564862757	0.9493192559139236	0.7766521468594759	0.9493192559139236	0.862061386040717	0.9493192559139236	0.7538013386753047	0.9493192559139236	0.7256882227706047	0.9493192559139236	0.7265971302986145	0.9493192559139236
0.8703964507673941	0.6043444740428057	0.7894744732877209	0.6043444740428057	0.7764527221263793	0.6043444740428057	0.8118415657589728	0.6043444740428057	0.7701969884943839	0.6043444740428057	0.8892040252685547	0.6043444740428057
0.36163303540027203	0.9314061603072245	0.5203618916395718	0.9314061603072245	0.4571618704290136	0.9314061603072245	0.46788773552127916	0.9314061603072245	0.5247831887809403	0.9314061603072245	0.48451894521713257	0.9314061603072245
0.4820554795624181	0.3923121126506953	0.3618751805313635	0.3923121126506953	0.19913862390497664	0.3923121126506953	0.44561322695527006	0.3923121126506953	0.5574567007605568	0.3923121126506953	0.5465942621231079	0.3923121126506953
0.27087822212812995	0.3405077991690754	0.3988142618729626	0.3405077991690754	0.20102558264358905	0.3405077991690754	0.2496741570607458	0.3405077991690754	0.13750965547762412	0.3405077991690754	0.18710896372795105	0.3405077991690754
0.4244267771782847	0.7046997407609676	0.3899804963972416	0.7046997407609676	0.15467312629182892	0.7046997407609676	0.27464820105344484	0.7046997407609676	0.2807787346327277	0.7046997407609676	0.3350936770439148	0.7046997407609676
0.549819838103142	0.6154579638968433	0.44375393789419443	0.6154579638968433	0.6697722314499539	0.6154579638968433	0.6743984407242992	0.6154579638968433	0.66276912925392	0.6154579638968433	0.5209883451461792	0.6154579638968433
0.7680534772914075	0.98318686496917	0.8539324947871364	0.98318686496917	0.8775734500934347	0.98318686496917	0.8535417920272166	0.98318686496917	0.91810443352333	0.98318686496917	0.9249602556228638	0.98318686496917
0.34536206317123186	0.4996499019183418	0.32071073694300545	0.4996499019183418	0.3271776248280465	0.4996499019183418	0.41537681513189906	0.4996499019183418	0.26320811919405923	0.4996499019183418	0.3492929935455322	0.4996499019183418
0.06510061640986173	0.01369374919908188	0.17672952823204147	0.01369374919908188	0.15385564041291513	0.01369374919908188	0.12391917844351293	0.01369374919908188	0.05680939086983393	0.01369374919908188	0.08460068702697754	0.01369374919908188
0.10256426963731372	0.015352661304135965	0.3192267246850665	0.015352661304135965	0.05542154241439202	0.015352661304135965	0.10878410816246609	0.015352661304135965	0.05266562333859996	0.015352661304135965	-0.024232596158981323	0.015352661304135965
0.13028384384914451	0.05648355378777119	0.18343766621726557	0.05648355378777119	0.05542154241439202	0.05648355378777119	0.10927950716112148	0.05648355378777119	0.08499365932926958	0.05648355378777119	-0.12079489231109619	0.05648355378777119
0.4858922369432416	0.4889565300995183	0.526768658783742	0.4889565300995183	0.12396676185828273	0.4889565300995183	0.20676023099496865	0.4889565300995183	0.34592148131229017	0.4889565300995183	0.3951825499534607	0.4889565300995183
0.36270900097978354	0.4008383168498584	0.6250086130693564	0.4008383168498584	0.7471805075083643	0.4008383168498584	0.5310555715820495	0.4008383168498584	0.3970955921731064	0.4008383168498584	0.40754589438438416	0.4008383168498584
0.6687499391196937	0.9989441193906148	0.5793951319099832	0.9989441193906148	0.8272704714735069	0.9989441193906148	0.782934285037993	0.9989441193906148	0.7250934326160116	0.9989441193906148	0.8236147165298462	0.9989441193906148
0.8241993139029583	0.9982268208351912	0.7106025076181677	0.9982268208351912	0.729649204604226	0.9982268208351912	0.6429201138432321	0.9982268208351912	0.8356847706144548	0.9982268208351912	0.8568847179412842	0.9982268208351912
0.35507084135212497	0.4685301272478512	0.4112081504444024	0.4685301272478512	0.176763465136572	0.4685301272478512	0.3013956843654379	0.4685301272478512	0.3620561607570574	0.4685301272478512	0.20690365135669708	0.4685301272478512
0.48571720211683866	0.3834480059322541	0.530698707363816	0.3834480059322541	0.28554430229382355	0.3834480059322541	0.47326629640972506	0.3834480059322541	0.5536212294911407	0.3834480059322541	0.43140074610710144	0.3834480059322541
0.6155387351039884	0.7546372491555272	0.4716845136186315	0.7546372491555272	0.3490897443693219	0.7546372491555272	0.48053020334278235	0.7546372491555272	0.47891159889200363	0.7546372491555272	0.4862115681171417	0.7546372491555272
0.7577783056368109	0.2497206594863057	0.5202682657643791	0.2497206594863057	0.729649204604226	0.2497206594863057	0.7211329166507334	0.2497206594863057	0.8263831797381613	0.2497206594863057	0.7230225801467896	0.2497206594863057
0.47320000693911224	0.3554129780312847	0.3190343371910588	0.3554129780312847	0.3490897443693219	0.3554129780312847	0.4278653512970289	0.3554129780312847	0.5121372486911024	0.3554129780312847	0.4033835232257843	0.3554129780312847
0.788233108513205	0.8123563726263895	0.850981552056513	0.8123563726263895	0.3490897443693219	0.8123563726263895	0.48655859985014777	0.8123563726263895	0.6274241630190588	0.8123563726263895	0.5794508457183838	0.8123563726263895
0.49711123936193446	0.2416731078036673	0.5513866032176262	0.2416731078036673	0.47529028076407365	0.2416731078036673	0.515690674882666	0.2416731078036673	0.4977918000807132	0.2416731078036673	0.43880224227905273	0.2416731078036673
0.7878366389826021	0.963754446708616	0.7723523968124768	0.963754446708616	0.8817741831230775	0.963754446708616	0.8520274411763277	0.963754446708616	0.9005220767013925	0.963754446708616	0.817564070224762	0.963754446708616
0.4086271086331912	0.2410206112280856	0.46622109237050513	0.2410206112280856	0.7063158775545615	0.2410206112280856	0.45614925017858154	0.2410206112280856	0.3655988186501942	0.2410206112280856	0.2583335041999817	0.2410206112280856
0.470359502898117	0.3077749632681193	0.5269272804591868	0.3077749632681193	0.48465580234653416	0.3077749632681193	0.5182119465985326	0.3077749632681193	0.3566958440970209	0.3077749632681193	0.284259557723999	0.3077749632681193
0.8820556332388398	0.8727213538947507	0.8278648178208133	0.8727213538947507	0.8952565620119888	0.8727213538947507	0.829542320700075	0.8727213538947507	0.8006030226473386	0.8727213538947507	0.9428642988204956	0.8727213538947507
0.5666868303644546	0.9364769841038652	0.5560586956291073	0.9364769841038652	0.7007138443240872	0.9364769841038652	0.7232138615170072	0.9364769841038652	0.7504935744051711	0.9364769841038652	0.6372063755989075	0.9364769841038652
0.7876526459123206	0.6791260558043405	0.7991765728480231	0.6791260558043405	0.89011493804263	0.6791260558043405	0.8080191475205666	0.6791260558043405	0.7542694079527569	0.6791260558043405	0.752189576625824	0.6791260558043405
0.6614271164749984	0.3620963836510107	0.3993605515132678	0.3620963836510107	0.6202756330181926	0.3620963836510107	0.5435294468197608	0.3620963836510107	0.4859425428494361	0.3620963836510107	0.6505556106567383	0.3620963836510107
0.6729760538750574	0.8580282647459267	0.5745189835073508	0.8580282647459267	0.2735961439274278	0.8580282647459267	0.5703995844060962	0.8580282647459267	0.6019502226910287	0.8580282647459267	0.6314877867698669	0.8580282647459267
0.44243938803349914	0.41588321549784707	0.5884818450357606	0.41588321549784707	0.3751139743354045	0.41588321549784707	0.5367067548599798	0.41588321549784707	0.5385801227313587	0.41588321549784707	0.4943719804286957	0.41588321549784707
0.19827767485002676	0.03652916831103442	0.22793755927287218	0.03652916831103442	0.15597047543972833	0.03652916831103442	0.15837939644576812	0.03652916831103442	0.030691989936106657	0.03652916831103442	0.08945614099502563	0.03652916831103442
0.410783836610903	0.7934988073959116	0.2526112502266998	0.7934988073959116	0.3045841370415018	0.7934988073959116	0.35578154653179267	0.7934988073959116	0.4454346014397718	0.7934988073959116	0.40185582637786865	0.7934988073959116
0.685047888398147	0.7989561965544653	0.5061900295357692	0.7989561965544653	0.5567699182848338	0.7989561965544653	0.6932811098928133	0.7989561965544653	0.7308568202328146	0.7989561965544653	0.5912269353866577	0.7989561965544653
0.7640614579320731	0.6693964610800052	0.7222362578870224	0.6693964610800052	0.6795616472130066	0.6693964610800052	0.6876918686959728	0.6693964610800052	0.7226196026804836	0.6693964610800052	0.828558087348938	0.6693964610800052
0.12692760494931707	0.9291136500477428	0.36608942640988923	0.9291136500477428	0.3311258786572599	0.9291136500477428	0.4114414201921954	0.9291136500477428	0.2449211231096026	0.9291136500477428	0.24052131175994873	0.9291136500477428
0.39052274049194846	0.6238986684472754	0.4344946963179595	0.6238986684472754	0.2838378966596035	0.6238986684472754	0.3302367144483147	0.6238986684472754	0.2561173035777827	0.6238986684472754	0.17224912345409393	0.6238986684472754
0.5899140019616884	0.8088730395607132	0.7148206200795408	0.8088730395607132	0.6619060130787876	0.8088730395607132	0.8065645130622884	0.8088730395607132	0.7896982684359836	0.8088730395607132	0.760953962802887	0.8088730395607132
0.16418261096660972	0.04506773786764251	0.16708907477507157	0.04506773786764251	0.5409640386597807	0.04506773786764251	0.2520079412502787	0.04506773786764251	0.13347609032580815	0.04506773786764251	0.079957976937294	0.04506773786764251
0.36164323656439434	0.4425542907121913	0.5712433351657495	0.4425542907121913	0.176763465136572	0.4425542907121913	0.33814740026143575	0.4425542907121913	0.515982150253328	0.4425542907121913	0.3187672793865204	0.4425542907121913
0.6127383895909382	0.3117734067411409	0.663386690305079	0.3117734067411409	0.5209317655906159	0.3117734067411409	0.47228134695064483	0.3117734067411409	0.5912154791439247	0.3117734067411409	0.45331233739852905	0.3117734067411409
-0.05578600659147456	0.008374124609715377	0.35831863219251	0.008374124609715377	0.3271776248280465	0.008374124609715377	0.264891486789609	0.008374124609715377	-0.12941393298205225	0.008374124609715377	0.14090754091739655	0.008374124609715377
0.9775988633400531	0.9790722644604138	0.8376687469579454	0.9790722644604138	0.8817741831230775	0.9790722644604138	0.8775009957558645	0.9790722644604138	0.8796372161025138	0.9790722644604138	0.9347468614578247	0.9790722644604138
0.8641172581535673	0.9907721381622334	0.8445846005837464	0.9907721381622334	0.8817741831230775	0.9907721381622334	0.8976317211557072	0.9907721381622334	1.0530091866926594	0.9907721381622334	1.0442296266555786	0.9907721381622334
0.18649937479892706	0.7622836843165933	0.226470506656173	0.7622836843165933	0.3271776248280465	0.7622836843165933	0.3552001352045801	0.7622836843165933	0.3967627482714409	0.7622836843165933	0.27908074855804443	0.7622836843165933
0.48208683668569274	0.6092944830967342	0.6236468370185593	0.6092944830967342	0.4763409919251434	0.6092944830967342	0.46010762857679793	0.6092944830967342	0.4980624780339733	0.6092944830967342	0.44774356484413147	0.6092944830967342
0.5198008605851977	0.8068531844461975	0.5995657417124507	0.8068531844461975	0.49338123020347974	0.8068531844461975	0.6353080418986558	0.8068531844461975	0.6497421871818165	0.8068531844461975	0.6412757039070129	0.8068531844461975
0.19391857039228802	0.07673070471468238	0.3969594480846165	0.07673070471468238	0.3045278974305067	0.07673070471468238	0.2499540791688487	0.07673070471468238	0.17985649682252539	0.07673070471468238	0.11714653670787811	0.07673070471468238
0.350738240013566	0.10460608526722298	0.3581332889400989	0.10460608526722298	0.45647008135250156	0.10460608526722298	0.3035221410757993	0.10460608526722298	0.2023070088092746	0.10460608526722298	0.21622584760189056	0.10460608526722298
0.6400514711901498	0.8864769540318105	0.6162031915279421	0.8864769540318105	0.7789481841492575	0.8864769540318105	0.8127288759984816	0.8864769540318105	0.847599821206024	0.8864769540318105	0.7416024804115295	0.8864769540318105
0.9517394195296455	0.9815375185494944	0.8333946358149278	0.9815375185494944	0.9370723900012581	0.9815375185494944	0.8656272270410575	0.9815375185494944	0.8891100539266099	0.9815375185494944	0.827375590801239	0.9815375185494944
