dnn	dnn
predicted	true
0.501204788684845	0.6464638052711292
0.5029706358909607	0.995201327082382
0.620279848575592	0.15315667415059628
0.7413917183876038	0.9984642878909716
0.5112392902374268	0.053854045973454716
0.6214052438735962	0.15478787566536895
0.6395682692527771	0.1370130388550624
0.49324679374694824	0.04809754080503423
0.47028082609176636	0.015648120639841914
0.3547235131263733	0.9912219051913094
0.8245595693588257	0.983449090737754
0.380374550819397	0.663260948193208
0.6411517262458801	0.036957026292645564
0.30616649985313416	0.4441859315425095
0.4546302556991577	0.20604327734372616
0.26694220304489136	0.15063932299659155
0.6600420475006104	0.31309671126660776
0.6937481164932251	0.5767246229326851
0.8784957528114319	0.9374600567614748
0.9812358617782593	0.933866543694575
0.4534419775009155	0.7031799193992112
0.7652298808097839	0.3890156707374182
0.7045902013778687	0.7467346383202159
0.5210628509521484	0.43221125330568455
0.8357059955596924	0.5970145194771243
0.6192381381988525	0.5973292041851955
0.5674812197685242	0.6085386347476637
0.2936939299106598	0.17408914229757105
0.6744260787963867	0.6743702886789363
0.4729769229888916	0.7326106559472452
0.5800783634185791	0.2559183861987948
0.7604672908782959	0.9849519205900218
1.015455961227417	0.9972825794656578
0.5947842597961426	0.8742658268280153
0.713038444519043	0.9876473724251176
0.4947551488876343	0.4116104613023092
0.4328579306602478	0.13523776382998345
0.611501157283783	0.23158863737658386
0.5122591853141785	0.6804350414048808
0.6326926946640015	0.5851210074715575
0.6739119291305542	0.0513778363087212
0.5647459030151367	0.5692237537243909
0.5071859955787659	0.12590678733068372
0.43660879135131836	0.7992763744683531
0.193792462348938	0.44470470871904494
0.5026505589485168	0.5976214681255994
0.3377600908279419	0.7818395950584786
0.3194020092487335	0.06957321670628379
0.5505082011222839	0.8831438332643865
0.49940645694732666	0.8268436408288566
0.5272418856620789	0.557780392902311
0.4801371097564697	0.005458346801775162
0.5736398696899414	0.3691314685615612
0.6372119784355164	0.6565437340204567
0.5577832460403442	0.8461764574466508
0.6138821840286255	0.5356556064867243
0.8922378420829773	0.9371959422240728
0.6079608201980591	0.9486784748296496
0.4056329131126404	0.2501526920091188
0.5053720474243164	0.482315110043793
0.47860658168792725	0.8221543474432113
0.6324769854545593	0.8369259069898526
0.6862890720367432	0.7868923840291268
1.1913244724273682	0.9937411883901236
0.6736451387405396	0.2747348867962431
0.9187092781066895	0.8722142199992727
0.6750587224960327	0.4363351608524144
0.639440655708313	0.7809513699625384
0.41243213415145874	0.01565794605226303
0.4136882722377777	0.72656930688888
0.652626097202301	0.1979122831846508
0.4605756402015686	0.1838651528151088
0.5413970351219177	0.09736638103862673
0.48555988073349	0.4520468041121176
0.29132160544395447	0.05956187615733709
0.6257138848304749	0.512983832845611
0.836381733417511	0.922658388824153
0.46170198917388916	0.4705166855331538
0.8109805583953857	0.8318420047553943
0.40007078647613525	0.1626814523537414
0.522905170917511	0.05638334364919453
0.4987666606903076	0.051438205925265934
0.5837952494621277	0.2352910090872151
0.7349571585655212	0.8534847511756494
0.4451058506965637	0.8779951152030251
0.6606304049491882	0.9010061282760574
0.360988974571228	0.9554978295215916
0.7816053628921509	0.9662927418813654
0.6911621689796448	0.8292778961236308
0.4908745288848877	0.7137838903864209
0.6584158539772034	0.4776943249014383
0.4046315848827362	0.8270578231659914
0.8164331316947937	0.9917482023907228
0.3888150155544281	0.10140619019308354
0.6255698204040527	0.7730605656146998
0.5502670407295227	0.16796077885948493
0.58949214220047	0.6960062668324702
0.8673276305198669	0.7018919267599808
0.4645378589630127	0.6591606991678373
0.4898603558540344	0.10800407943524372
0.47456133365631104	0.4234617652696526
0.2559141516685486	0.6070459742262035
0.529269278049469	0.9826165377599504
0.5677603483200073	0.3906409030055883
0.39240583777427673	0.25999684513211274
0.463064044713974	0.09403737933053116
0.5369479656219482	0.6427830497815845
0.8036631941795349	0.9703586626501388
0.28831055760383606	0.1493501626217401
0.7481987476348877	0.9851904562020366
0.6749647855758667	0.6572477468309069
0.7851771116256714	0.7629670440940544
0.39560621976852417	0.01171094505539062
0.5865276455879211	0.2475230751452437
0.6381584405899048	0.33791514317565924
0.6700707077980042	0.982893139488836
0.49390965700149536	0.4365100678547925
0.6916436553001404	0.9340044168751116
0.42011627554893494	0.08520417021449189
0.41008350253105164	0.11165794291947333
0.08199585974216461	0.11378125863434707
0.572618842124939	0.2771525153839434
0.42953479290008545	0.08160844074079247
0.7733215093612671	0.9494364403560064
0.7928697466850281	0.8947984485635949
0.22302450239658356	0.09335563223822327
0.36630022525787354	0.7853090470666649
0.2782222628593445	0.3209397161362503
0.7174989581108093	0.8597979462749907
0.48773103952407837	0.3336055641916445
0.44504326581954956	0.09164971204538304
0.612650990486145	0.9651229704813996
0.4982783794403076	0.03930546407537618
0.5175813436508179	0.9723310092856856
0.48983442783355713	0.06536122208257589
0.5662277340888977	0.4730075920206019
0.7526853084564209	0.9463762906858842
0.41360166668891907	0.7034822302167144
0.5055837035179138	0.5212475574264617
0.5894791483879089	0.9677111908449028
0.42767009139060974	0.10840551880986588
0.36796560883522034	0.4755738505227962
0.40954163670539856	0.05620845006852961
0.6749703288078308	0.30676842714679003
0.5779169201850891	0.3163836094931168
0.4776720404624939	0.5522427714289379
0.5485066175460815	0.2765286949306696
0.545832097530365	0.3159509697532504
0.7547684907913208	0.9692532257113706
0.25901395082473755	0.3578611033975449
0.4859031140804291	0.5121519396882737
0.5501370429992676	0.03883499250747629
0.5242186188697815	0.06111258984699595
0.8396223783493042	0.9144620082250826
0.6143442988395691	0.9083771213583024
0.683132529258728	0.6406399296122631
0.4779605567455292	0.9992143752254836
0.5335578322410583	0.9993688003214828
0.5266478061676025	0.9236369231234888
0.5425196290016174	0.31773116819079283
0.8488115668296814	0.9563509334702988
0.45982825756073	0.9790278639867284
0.5664489269256592	0.6150743842870905
0.6289865970611572	0.6225756830244078
0.6236215829849243	0.10586588172665536
0.39925432205200195	0.8776513081037483
0.5407320857048035	0.9980240611323984
0.4549884498119354	0.1701621491121136
0.46806445717811584	0.4260631940673403
0.7190659642219543	0.4066859112065708
0.7911713123321533	0.966243328776656
0.533271849155426	0.12583869653866686
0.5984065532684326	0.312269666098472
0.7229828238487244	0.9790216991417959
0.6779178380966187	0.8659644455747872
0.5215408205986023	0.4870785730405342
0.4394392669200897	0.8137732322010043
0.40049776434898376	0.1065102008823173
0.42643070220947266	0.67919351624162
0.5479127764701843	0.9892669473008447
0.6165863871574402	0.7274193039224824
0.6563355326652527	0.9192779187944792
0.45365720987319946	0.2990285766478521
0.41730213165283203	0.39683989852343904
0.5489373207092285	0.8119595279171568
0.6283712387084961	0.7099709204993905
0.6266561150550842	0.005606183626495088
0.7721245884895325	0.2511606744898273
0.39438652992248535	0.5994545467378912
0.3924905061721802	0.42308100573346
0.5161005258560181	0.721770358466185
0.5941636562347412	0.19375870645431428
0.6764910817146301	0.22092663313518854
0.5761974453926086	0.121943712894009
0.2997042238712311	0.08896071144756204
